date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,JPM,GS,BAC,MS,BLK,JNJ,PFE,UNH,ABBV,XOM,CVX,WMT,HD,MCD,NKE,CAT,BA,GE,CL,GC,SI,ZC,ZW,ZS,NG,HG
2019-01-16,-0.053557962686317406,0.053557962686317406,-0.018069327715710765,-0.005291402632247495,-0.053557962686317406,-0.053557962686317406,0.053557962686317406,-0.037102199459855253,-0.053557962686317406,-0.053557962686317406,-0.053557962686317406,-0.053557962686317406,-0.005560945401497875,0.053557962686317406,0.053557962686317406,-0.02372510432059764,-0.02703411113439395,-0.020915383919206096,-0.005435256652723868,-0.053557962686317406,0.053557962686317406,-0.006628302601961973,-0.053557962686317406,-0.01327816591762289,-0.053557962686317406,-0.016323852344484337,0.053557962686317406,0.053557962686317406,0.053557962686317406,0.053557962686317406,0.053557962686317406,-0.03847939470282259,0.053557962686317406
2019-01-17,-0.051577071852755736,0.051577071852755736,-0.017401016901680912,-0.005095695207148203,-0.051577071852755736,-0.051577071852755736,0.051577071852755736,-0.035729940263861226,-0.051577071852755736,-0.051577071852755736,-0.051577071852755736,-0.051577071852755736,-0.005355268687536941,0.051577071852755736,0.051577071852755736,-0.022847609372755404,-0.026034229506086803,-0.020141809081629925,-0.0052342286534981545,-0.051577071852755736,0.051577071852755736,-0.006383148693789626,-0.051577071852755736,-0.012787060658321275,-0.051577071852755736,-0.015720099553008866,0.051577071852755736,0.051577071852755736,0.051577071852755736,0.051577071852755736,0.051577071852755736,-0.037056198665769154,0.051577071852755736
2019-01-18,-0.05307835958174767,0.05307835958174767,-0.017907519737302414,-0.00524401895664322,-0.05307835958174767,-0.05307835958174767,0.05307835958174767,-0.036769955118308294,-0.05307835958174767,-0.05307835958174767,-0.05307835958174767,-0.05307835958174767,-0.005511148012928005,0.05307835958174767,0.05307835958174767,-0.02351264975515715,-0.02679202493508729,-0.020728089956594597,-0.005386584787065961,-0.05307835958174767,0.05307835958174767,-0.006568947198087719,-0.05307835958174767,-0.013159262037085425,-0.05307835958174767,-0.016177674822594527,0.05307835958174767,0.05307835958174767,0.05307835958174767,0.05307835958174767,0.05307835958174767,-0.03813481779519215,0.05307835958174767
2019-01-22,-0.052883741728681266,0.052883741728681266,-0.017841859775832608,-0.005224791163643897,-0.052883741728681266,-0.052883741728681266,0.052883741728681266,-0.036635133888359546,-0.052883741728681266,-0.052883741728681266,-0.052883741728681266,-0.052883741728681266,-0.005490940760807574,0.052883741728681266,0.052883741728681266,-0.023426437945837694,-0.026693788923024073,-0.02065208805304468,-0.00536683426020568,-0.052883741728681266,0.052883741728681266,-0.006544861404731022,-0.052883741728681266,-0.01311101210348204,-0.052883741728681266,-0.01611835753460015,0.052883741728681266,0.052883741728681266,0.052883741728681266,0.052883741728681266,0.052883741728681266,-0.03799499214072843,0.052883741728681266
2019-01-23,-0.04875095317747398,0.04875095317747398,-0.016447544029565813,-0.004816481229480415,-0.04875095317747398,-0.04875095317747398,0.04875095317747398,-0.033772150730274036,-0.04875095317747398,-0.04875095317747398,-0.04875095317747398,-0.04875095317747398,-0.005061831617433258,0.04875095317747398,0.04875095317747398,-0.02159569542699626,-0.02460770761252584,-0.019038156998354233,-0.004947423861815208,-0.04875095317747398,0.04875095317747398,-0.006033389874946262,-0.04875095317747398,-0.012086405316125622,-0.04875095317747398,-0.014858731016018664,0.04875095317747398,0.04875095317747398,0.04875095317747398,0.04875095317747398,0.04875095317747398,-0.03502573801101825,0.04875095317747398
2019-01-24,-0.055527208782132076,0.055527208782132076,-0.018733709840672543,-0.005485959584235494,-0.055527208782132076,-0.055527208782132076,0.055527208782132076,-0.03846639178099302,-0.055527208782132076,-0.055527208782132076,-0.055527208782132076,-0.055527208782132076,-0.005765413037525708,0.055527208782132076,0.055527208782132076,-0.024597440882945413,-0.02802811492272001,-0.021684411269379814,-0.005635102901652631,-0.055527208782132076,0.055527208782132076,-0.006872015364100449,-0.055527208782132076,-0.013766384197059767,-0.055527208782132076,-0.016924055953540646,0.055527208782132076,0.055527208782132076,0.055527208782132076,0.055527208782132076,0.055527208782132076,-0.039894224430974366,0.055527208782132076
2019-01-25,-0.0555830651938161,0.0555830651938161,-0.018752554616633377,-0.005491478068303751,-0.0555830651938161,-0.0555830651938161,0.0555830651938161,-0.03850508622759754,-0.0555830651938161,-0.0555830651938161,-0.0555830651938161,-0.0555830651938161,-0.005771212631836599,0.0555830651938161,0.0555830651938161,-0.024622184154117606,-0.02805630920729126,-0.021706224240525915,-0.005640771413260905,-0.0555830651938161,0.0555830651938161,-0.0068789281214260015,-0.0555830651938161,-0.013780232197706233,-0.0555830651938161,-0.016941080346760437,0.0555830651938161,0.0555830651938161,0.0555830651938161,0.0555830651938161,0.0555830651938161,-0.039934355175387876,0.0555830651938161
2019-01-28,-0.05565771464042791,0.05565771464042791,-0.018777739766459283,-0.005498853260683846,-0.05565771464042791,-0.05565771464042791,0.05565771464042791,-0.0385567995213608,-0.05565771464042791,-0.05565771464042791,-0.05565771464042791,-0.05565771464042791,-0.005778963514731297,0.05565771464042791,0.05565771464042791,-0.02465525236320377,-0.02809398953220661,-0.02173537624252395,-0.0056483471103369,-0.05565771464042791,0.05565771464042791,-0.00688816669392567,-0.05565771464042791,-0.01379873939417253,-0.05565771464042791,-0.016963832641339407,0.05565771464042791,0.05565771464042791,0.05565771464042791,0.05565771464042791,0.05565771464042791,-0.03998798801309208,0.05565771464042791
2019-01-29,-0.05041423489719403,0.05041423489719403,-0.0170087002231499,-0.00498080960995752,-0.05041423489719403,-0.05041423489719403,0.05041423489719403,-0.03492438668227282,-0.05041423489719403,-0.05041423489719403,-0.05041423489719403,-0.05041423489719403,-0.00523453084583456,0.05041423489719403,0.05041423489719403,-0.022332495901391126,-0.025447271714731785,-0.019687699549804375,-0.005116219734156558,-0.05041423489719403,0.05041423489719403,-0.006239236662195932,-0.05041423489719403,-0.012498768474364912,-0.05041423489719403,-0.01536568019478058,0.05041423489719403,0.05041423489719403,0.05041423489719403,0.05041423489719403,0.05041423489719403,-0.03622074376898462,0.05041423489719403
2019-01-30,-0.05024879791010893,0.05024879791010893,-0.01695288527078794,-0.004964464818911971,-0.05024879791010893,-0.05024879791010893,0.05024879791010893,-0.034809780454085636,-0.05024879791010893,-0.05024879791010893,-0.05024879791010893,-0.05024879791010893,-0.005217353455089568,0.05024879791010893,0.05024879791010893,-0.022259210630999723,-0.025363765142220943,-0.01962309331898885,-0.005099430587602807,-0.05024879791010893,0.05024879791010893,-0.006218762275999068,-0.05024879791010893,-0.01245775310235957,-0.05024879791010893,-0.01531525689982983,0.05024879791010893,0.05024879791010893,0.05024879791010893,0.05024879791010893,0.05024879791010893,-0.036101883476225206,0.05024879791010893
2019-01-31,-0.050040062613734206,0.050040062613734206,-0.016882462381513356,-0.004943842255220572,-0.050040062613734206,-0.050040062613734206,0.050040062613734206,-0.03466517938615918,-0.050040062613734206,-0.050040062613734206,-0.050040062613734206,-0.050040062613734206,-0.005195680382995624,0.050040062613734206,0.050040062613734206,-0.02216674507716815,-0.0252584031583659,-0.01954157829036955,-0.005078247371300802,-0.050040062613734206,0.050040062613734206,-0.006192929315993005,-0.050040062613734206,-0.012406003152228704,-0.050040062613734206,-0.01525163677714033,0.050040062613734206,0.050040062613734206,0.050040062613734206,0.050040062613734206,0.050040062613734206,-0.03595191496632023,0.050040062613734206
2019-02-01,-0.056428497040607796,0.056428497040607796,-0.011359217589571766,0.056428497040607796,-0.006550494762373142,-0.056428497040607796,0.056428497040607796,-0.056428497040607796,-0.056428497040607796,0.056428497040607796,-0.01802263253884334,-0.056428497040607796,-0.056428497040607796,0.056428497040607796,0.056428497040607796,-0.056428497040607796,-0.056428497040607796,-0.056428497040607796,-0.0019043052726250885,-0.03505353036365421,0.056428497040607796,0.056428497040607796,7.823573021704457e-05,0.056428497040607796,-0.056428497040607796,0.056428497040607796,0.0,0.0,0.0,0.0,0.0,-0.056428497040607796,0.0
2019-02-04,-0.061662146753566745,0.061662146753566745,-0.012412766221822562,0.061662146753566745,-0.007158042310700755,-0.061662146753566745,0.061662146753566745,-0.061662146753566745,-0.061662146753566745,0.061662146753566745,-0.019694201879876888,-0.061662146753566745,-0.061662146753566745,0.061662146753566745,0.061662146753566745,-0.061662146753566745,-0.061662146753566745,-0.061662146753566745,-0.0020809264350900095,-0.038304687292287525,0.061662146753566745,0.061662146753566745,8.549196471676746e-05,0.061662146753566745,-0.061662146753566745,0.061662146753566745,0.0,0.0,0.0,0.0,0.0,-0.061662146753566745,0.0
2019-02-05,-0.06636720551173211,0.06636720551173211,-0.013359907985447056,0.06636720551173211,-0.007704228446578887,-0.06636720551173211,0.06636720551173211,-0.06636720551173211,-0.06636720551173211,0.06636720551173211,-0.021196945165969695,-0.06636720551173211,-0.06636720551173211,0.06636720551173211,0.06636720551173211,-0.06636720551173211,-0.06636720551173211,-0.06636720551173211,-0.0022397091188594773,-0.04122748213340192,0.06636720551173211,0.06636720551173211,9.201533016090235e-05,0.06636720551173211,-0.06636720551173211,0.06636720551173211,0.0,0.0,0.0,0.0,0.0,-0.06636720551173211,0.0
2019-02-06,-0.06646446166427947,0.06646446166427947,-0.0133794859266762,0.06646446166427947,-0.007715518414436997,-0.06646446166427947,0.06646446166427947,-0.06646446166427947,-0.06646446166427947,0.06646446166427947,-0.021228007696276696,-0.06646446166427947,-0.06646446166427947,0.06646446166427947,0.06646446166427947,-0.06646446166427947,-0.06646446166427947,-0.06646446166427947,-0.0022429912442713568,-0.041287897910450115,0.06646446166427947,0.06646446166427947,9.21501717128077e-05,0.06646446166427947,-0.06646446166427947,0.06646446166427947,0.0,0.0,0.0,0.0,0.0,-0.06646446166427947,0.0
2019-02-07,-0.06637162626441143,0.06637162626441143,-0.013360797895585154,0.06637162626441143,-0.007704741629080465,-0.06637162626441143,0.06637162626441143,-0.06637162626441143,-0.06637162626441143,0.06637162626441143,-0.021198357105065412,-0.06637162626441143,-0.06637162626441143,0.06637162626441143,0.06637162626441143,-0.06637162626441143,-0.06637162626441143,-0.06637162626441143,-0.0022398583070015986,-0.04123022831656116,0.06637162626441143,0.06637162626441143,9.202145934796409e-05,0.06637162626441143,-0.06637162626441143,0.06637162626441143,0.0,0.0,0.0,0.0,0.0,-0.06637162626441143,0.0
2019-02-08,-0.06574678722083908,0.06574678722083908,-0.013235016011844913,0.06574678722083908,-0.00763220726972474,-0.06574678722083908,0.06574678722083908,-0.06574678722083908,-0.06574678722083908,0.06574678722083908,-0.020998790484141185,-0.06574678722083908,-0.06574678722083908,0.06574678722083908,0.06574678722083908,-0.06574678722083908,-0.06574678722083908,-0.06574678722083908,-0.0022187717222506248,-0.04084207666385104,0.06574678722083908,0.06574678722083908,9.11551463783519e-05,0.06574678722083908,-0.06574678722083908,0.06574678722083908,0.0,0.0,0.0,0.0,0.0,-0.06574678722083908,0.0
2019-02-11,-0.06556475958648479,0.06556475958648479,-0.013198373329257471,0.06556475958648479,-0.007611076615392641,-0.06556475958648479,0.06556475958648479,-0.06556475958648479,-0.06556475958648479,0.06556475958648479,-0.02094065288810489,-0.06556475958648479,-0.06556475958648479,0.06556475958648479,0.06556475958648479,-0.06556475958648479,-0.06556475958648479,-0.06556475958648479,-0.00221262879443855,-0.040729000619963665,0.06556475958648479,0.06556475958648479,9.090277274374771e-05,0.06556475958648479,-0.06556475958648479,0.06556475958648479,0.0,0.0,0.0,0.0,0.0,-0.06556475958648479,0.0
2019-02-12,-0.06556356281013744,0.06556356281013744,-0.013198132414761275,0.06556356281013744,-0.007610937687765534,-0.06556356281013744,0.06556356281013744,-0.06556356281013744,-0.06556356281013744,0.06556356281013744,-0.020940270651088652,-0.06556356281013744,-0.06556356281013744,0.06556356281013744,0.06556356281013744,-0.06556356281013744,-0.06556356281013744,-0.06556356281013744,-0.0022125884065560446,-0.04072825717935776,0.06556356281013744,0.06556356281013744,9.090111346383859e-05,0.06556356281013744,-0.06556356281013744,0.06556356281013744,0.0,0.0,0.0,0.0,0.0,-0.06556356281013744,0.0
2019-02-13,-0.06555879153756093,0.06555879153756093,-0.01319717194396694,0.06555879153756093,-0.007610383815207139,-0.06555879153756093,0.06555879153756093,-0.06555879153756093,-0.06555879153756093,0.06555879153756093,-0.020938746759847544,-0.06555879153756093,-0.06555879153756093,0.06555879153756093,0.06555879153756093,-0.06555879153756093,-0.06555879153756093,-0.06555879153756093,-0.002212427389339548,-0.04072529325231902,0.06555879153756093,0.06555879153756093,9.089449829572913e-05,0.06555879153756093,-0.06555879153756093,0.06555879153756093,0.0,0.0,0.0,0.0,0.0,-0.06555879153756093,0.0
2019-02-14,-0.06568126352994855,0.06568126352994855,-0.013221825905761425,0.06568126352994855,-0.007624600960563593,-0.06568126352994855,0.06568126352994855,-0.06568126352994855,-0.06568126352994855,0.06568126352994855,-0.020977862948136482,-0.06568126352994855,-0.06568126352994855,0.06568126352994855,0.06568126352994855,-0.06568126352994855,-0.06568126352994855,-0.06568126352994855,-0.002216560479410772,-0.04080137317521272,0.06568126352994855,0.06568126352994855,9.106430054562225e-05,0.06568126352994855,-0.06568126352994855,0.06568126352994855,0.0,0.0,0.0,0.0,0.0,-0.06568126352994855,0.0
2019-02-15,-0.06851853503166408,0.06851853503166408,-0.013792976761072785,0.06851853503166408,-0.007953965254956253,-0.06851853503166408,0.06851853503166408,-0.06851853503166408,-0.06851853503166408,0.06851853503166408,-0.021884055818231045,-0.06851853503166408,-0.06851853503166408,0.06851853503166408,0.06851853503166408,-0.06851853503166408,-0.06851853503166408,-0.06851853503166408,-0.0023123105235187623,-0.04256389367374281,0.06851853503166408,0.06851853503166408,9.499805776763337e-05,0.06851853503166408,-0.06851853503166408,0.06851853503166408,0.0,0.0,0.0,0.0,0.0,-0.06851853503166408,0.0
2019-02-19,-0.06851225994640786,0.06851225994640786,-0.013791713568491789,0.06851225994640786,-0.00795323681249792,-0.06851225994640786,0.06851225994640786,-0.06851225994640786,-0.06851225994640786,0.06851225994640786,-0.021882051625993902,-0.06851225994640786,-0.06851225994640786,0.06851225994640786,0.06851225994640786,-0.06851225994640786,-0.06851225994640786,-0.06851225994640786,-0.0023120987567950982,-0.04255999557432321,0.06851225994640786,0.06851225994640786,9.4989357626695e-05,0.06851225994640786,-0.06851225994640786,0.06851225994640786,0.0,0.0,0.0,0.0,0.0,-0.06851225994640786,0.0
2019-02-20,-0.07484485482872062,0.07484485482872062,-0.015066483001443969,0.07484485482872062,-0.008688355268319438,-0.07484485482872062,0.07484485482872062,-0.07484485482872062,-0.07484485482872062,0.07484485482872062,-0.023904611796241766,-0.07484485482872062,-0.07484485482872062,0.07484485482872062,0.07484485482872062,-0.07484485482872062,-0.07484485482872062,-0.07484485482872062,-0.0025258062708390866,-0.04649382012449912,0.07484485482872062,0.07484485482872062,0.00010376923323511192,0.07484485482872062,-0.07484485482872062,0.07484485482872062,0.0,0.0,0.0,0.0,0.0,-0.07484485482872062,0.0
2019-02-21,-0.0854119308703768,0.0854119308703768,-0.017193665583612388,0.0854119308703768,-0.00991503292047549,-0.0854119308703768,0.0854119308703768,-0.0854119308703768,-0.0854119308703768,0.0854119308703768,-0.027279618016445236,-0.0854119308703768,-0.0854119308703768,0.0854119308703768,0.0854119308703768,-0.0854119308703768,-0.0854119308703768,-0.0854119308703768,-0.002882415779823084,-0.05305811547715889,0.0854119308703768,0.0854119308703768,0.00011842003830232947,0.0854119308703768,-0.0854119308703768,0.0854119308703768,0.0,0.0,0.0,0.0,0.0,-0.0854119308703768,0.0
2019-02-22,-0.08465044937475394,0.08465044937475394,-0.01704037718408284,0.08465044937475394,-0.009826636439790704,-0.08465044937475394,0.08465044937475394,-0.08465044937475394,-0.08465044937475394,0.08465044937475394,-0.027036409320476185,-0.08465044937475394,-0.08465044937475394,0.08465044937475394,0.08465044937475394,-0.08465044937475394,-0.08465044937475394,-0.08465044937475394,-0.002856717891288546,-0.052585081174845866,0.08465044937475394,0.08465044937475394,0.00011736427633840636,0.08465044937475394,-0.08465044937475394,0.08465044937475394,0.0,0.0,0.0,0.0,0.0,-0.08465044937475394,0.0
2019-02-25,-0.08508382782979829,0.08508382782979829,-0.01712761750462405,0.08508382782979829,-0.009876945121552164,-0.08508382782979829,0.08508382782979829,-0.08508382782979829,-0.08508382782979829,0.08508382782979829,-0.02717482556501829,-0.08508382782979829,-0.08508382782979829,0.08508382782979829,0.08508382782979829,-0.08508382782979829,-0.08508382782979829,-0.08508382782979829,-0.0028713432121860558,-0.052854297007794926,0.08508382782979829,0.08508382782979829,0.00011796513728046423,0.08508382782979829,-0.08508382782979829,0.08508382782979829,0.0,0.0,0.0,0.0,0.0,-0.08508382782979829,0.0
2019-02-26,-0.089865821612142,0.089865821612142,-0.01809024650830868,0.089865821612142,-0.010432062249736552,-0.089865821612142,0.089865821612142,-0.089865821612142,-0.089865821612142,0.089865821612142,-0.028702141039683392,-0.089865821612142,-0.089865821612142,0.089865821612142,0.089865821612142,-0.089865821612142,-0.089865821612142,-0.089865821612142,-0.0030327222396448997,-0.055824884087715944,0.089865821612142,0.089865821612142,0.00012459516988944542,0.089865821612142,-0.089865821612142,0.089865821612142,0.0,0.0,0.0,0.0,0.0,-0.089865821612142,0.0
2019-02-27,-0.1009280315507109,0.1009280315507109,-0.020317100957813153,0.1009280315507109,-0.011716217456116068,-0.1009280315507109,0.1009280315507109,-0.1009280315507109,-0.1009280315507109,0.1009280315507109,-0.03223528750372787,-0.1009280315507109,-0.1009280315507109,0.1009280315507109,0.1009280315507109,-0.1009280315507109,-0.1009280315507109,-0.1009280315507109,-0.003406041144412871,-0.06269675791578708,0.1009280315507109,0.1009280315507109,0.0001399324572131778,0.1009280315507109,-0.1009280315507109,0.1009280315507109,0.0,0.0,0.0,0.0,0.0,-0.1009280315507109,0.0
2019-02-28,-0.1009280315507109,0.1009280315507109,-0.020317100957813153,0.1009280315507109,-0.011716217456116068,-0.1009280315507109,0.1009280315507109,-0.1009280315507109,-0.1009280315507109,0.1009280315507109,-0.03223528750372787,-0.1009280315507109,-0.1009280315507109,0.1009280315507109,0.1009280315507109,-0.1009280315507109,-0.1009280315507109,-0.1009280315507109,-0.003406041144412871,-0.06269675791578708,0.1009280315507109,0.1009280315507109,0.0001399324572131778,0.1009280315507109,-0.1009280315507109,0.1009280315507109,0.0,0.0,0.0,0.0,0.0,-0.1009280315507109,0.0
2019-03-01,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-04,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-05,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-06,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-07,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-08,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-11,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-12,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-13,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-14,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-15,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-18,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-19,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-20,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-21,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
2019-03-22,-0.10874235729358607,0.10874235729358607,0.10874235729358607,-0.10874235729358607,0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.10874235729358607,-0.010951833793407268,0.02246141652446692,0.005149592681462729,-0.10874235729358607,0.008830199584198402,0.10874235729358607,0.10874235729358607,0.10874235729358607,0.009073670018129058,0.10874235729358607,-0.0021783720158668474,0.10874235729358607,0.10874235729358607,-0.016507769510746784,0.0,0.0,0.0,0.0,0.0,0.10874235729358607,0.0
